rid,st.date,cmp.date,lang,useless,useless,useless,arep.id,useless,year,gender,ethnic,ethnic2,born.in.us,us.citizen,years.in.us,born.ctry,born.city,born.us.city,born.us.state,zip,party,libcon,occ,occ2,manager,psych.course,soc.study,major,educ,arep.prev
88977,2010.02.18,2010.02.18,en,,,,FY900741,,1972,Female,White Caucasian,,Yes,,,,,,Washington,,Democrat,Slightly liberal,,,Yes,No,Yes,,PhD MD MBA Law degree,Yes
88978,2010.02.18,2010.02.18,en,,,,FY905149,,1955,Female,White Caucasian,,No,Yes,51,,,,,,Democrat,Very liberal,,,No,Yes,Yes,,Masters degree (MA or MS),Yes
88979,2010.02.18,2010.02.18,en,,,,FY994781,,1931,Female,White Caucasian,,Yes,,,,,,Texas,,Democrat,Somewhat liberal,,,Yes,No,No,,Masters degree (MA or MS),Yes
88980,2010.02.18,2010.02.18,en,,,,FY946968,,1971,Female,White Caucasian,,Yes,,,,,,California,,Democrat,Very liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
88981,2010.02.18,2010.02.18,en,,,,FY957980,,1985,Female,Asian or Pacific Islander,,Yes,,,,,,Massachusetts,,Democrat,Very liberal,,,Yes,Yes,Yes,"",Four year college degree (BA or BS),No
88982,2010.02.18,2010.02.18,en,,,,FY960939,,1939,Female,White Caucasian,,Yes,,,,,,California,,Democrat,Very liberal,,,Yes,Yes,No,,PhD MD MBA Law degree,No
88983,2010.02.18,2010.02.18,en,,,,FY972771,,1978,Male,White Caucasian,,Yes,,,,,,California,,Independent,Slightly conservative,,"",Yes,Yes,Yes,,PhD MD MBA Law degree,No
88984,2010.02.18,2010.02.18,en,,,,FY967253,,1960,Male,White Caucasian,,No,Yes,32,,,,,,Other,Neither liberal nor conservative,,,Yes,Yes,No,,PhD MD MBA Law degree,No
88985,2010.02.18,2010.02.18,en,,,,FY982803,,1954,Male,White Caucasian,,Yes,,,,,,New York,,Independent,Somewhat liberal,,,Yes,Yes,Yes,,Four year college degree (BA or BS),No
88986,2010.02.18,2010.02.18,en,,,,FY995128,,1967,Female,White Caucasian,,Yes,,,,,,Illinois,,Democrat,Slightly liberal,,,Yes,Yes,No,,Masters degree (MA or MS),No
88988,2010.02.18,2010.02.18,en,,,,FY977383,,1960,Male,White Caucasian,,Yes,,,,,,Arizona,,Republican,Somewhat conservative,,,Yes,Yes,No,,PhD MD MBA Law degree,No
88990,2010.02.18,2010.02.18,en,,,,FY915795,,1942,Female,White Caucasian,,Yes,,,,,,Illinois,,Republican,Slightly conservative,,,Yes,Yes,No,,Masters degree (MA or MS),No
88991,2010.02.18,2010.02.18,en,,,,FY939876,,1971,Female,Asian or Pacific Islander,,No,Yes,23,,,,,,Independent,Slightly conservative,,,No,No,No,"",Masters degree (MA or MS),No
88992,2010.02.18,2010.02.18,en,,,,FY959579,,1958,Male,White Caucasian,,No,No,,,,,,"",Other,Somewhat conservative,,,Yes,No,No,,PhD MD MBA Law degree,No
88994,2010.02.18,,en,,,,FY975832,,1971,Female,White Caucasian,,Yes,,,,,,,,,,,,,,,,,
88995,2010.02.18,2010.02.18,en,,,,FY975832,,1971,Female,White Caucasian,,Yes,,,,,,Idaho,,Democrat,Somewhat liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
88996,2010.02.18,2010.02.18,en,,,,FY921285,,1975,Female,White Caucasian,,Yes,,,,,,Florida,,Democrat,Somewhat liberal,,,Yes,Yes,Yes,,Masters degree (MA or MS),No
88997,2010.02.18,2010.02.18,en,,,,FY970878,,1940,Male,White Caucasian,,Yes,,,,,,Missouri,"",Democrat,Somewhat liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,Yes
88998,2010.02.18,2010.02.18,en,,,,FY960611,,1916,Male,White Caucasian,,Yes,,,,,,California,,Republican,Somewhat conservative,,,Yes,Yes,No,,PhD MD MBA Law degree,No
88999,2010.02.18,2010.02.18,en,,,,FY956131,,1957,Female,White Caucasian,,Yes,,,,,,New York,,Democrat,Somewhat liberal,,,Yes,Yes,No,,PhD MD MBA Law degree,No
89001,2010.02.18,2010.02.18,en,,,,FY999080,,1965,Female,Black or African American,,Yes,,,,,,Washington,,Independent,Slightly conservative,,,Yes,Yes,No,,PhD MD MBA Law degree,No
89002,2010.02.18,2010.02.18,en,,,,FY907140,,1944,Male,White Caucasian,,Yes,,,,,,Missouri,,Democrat,Somewhat liberal,,,Yes,Yes,Yes,,Masters degree (MA or MS),No
89003,2010.02.18,2010.02.18,en,,,,FY930546,,1969,Female,White Caucasian,,No,No,2,,,,,"",Democrat,Slightly liberal,,"",Yes,No,No,,PhD MD MBA Law degree,No
89004,2010.02.18,2010.02.18,en,,,,FY931146,,1925,Male,White Caucasian,,Yes,,,,,,Maine,,Republican,Somewhat conservative,,,Yes,No,No,,Masters degree (MA or MS),No
89006,2010.02.18,2010.02.18,en,,,,FY918910,,1944,Male,Latino or Hispanic,,No,No,2,,,,,"",Democrat,Very liberal,,,Yes,No,No,,Masters degree (MA or MS),No
89007,2010.02.18,2010.02.18,en,,,,FY973822,,1957,Male,White Caucasian,,Yes,,,,,,Nebraska,,Independent,Somewhat conservative,,,Yes,Yes,No,,PhD MD MBA Law degree,No
89008,2010.02.18,2010.02.18,en,,,,FY903514,,1921,Male,White Caucasian,,Yes,,,,,,California,,Democrat,Somewhat liberal,,,Yes,No,No,,Four year college degree (BA or BS),No
89009,2010.02.18,2010.02.18,en,,,,FY961847,,1982,Female,Asian or Pacific Islander,,Yes,,,,,,California,,Democrat,Somewhat liberal,,,No,No,Yes,,Masters degree (MA or MS),No
89010,2010.02.18,2010.02.18,en,,,,FY964953,,1954,Female,White Caucasian,,Yes,,,,,,California,,Democrat,Somewhat liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
89011,2010.02.18,2010.02.18,en,,,,FY937683,,1951,Male,White Caucasian,,Yes,,,,,,California,,Democrat,Somewhat liberal,,,Yes,Yes,No,,PhD MD MBA Law degree,Yes
89012,2010.02.18,2010.02.18,en,,,,FY957005,,1978,Female,#NAME?,,Yes,,,,,,California,,Independent,Neither liberal nor conservative,,,Yes,No,Yes,,PhD MD MBA Law degree,No
89013,2010.02.18,2010.02.18,en,,,,FY943970,,1934,Female,White Caucasian,,Yes,,,,,,California,,Democrat,Somewhat liberal,,,No,No,No,,Four year college degree (BA or BS),No
89014,2010.02.18,2010.02.18,en,,,,FY903374,,1967,Male,White Caucasian,,No,No,11,,,,,,Other,Neither liberal nor conservative,,,No,No,No,,PhD MD MBA Law degree,No
89015,2010.02.18,2010.02.18,en,,,,FY914868,,1973,Female,White Caucasian,,Yes,,,,,,California,,Republican,Slightly conservative,,"",Yes,Yes,No,,PhD MD MBA Law degree,No
89016,2010.02.18,2010.02.18,en,,,,FY952488,,1943,Female,White Caucasian,,Yes,,,,,,Texas,,Democrat,Somewhat liberal,,,Yes,Yes,Yes,,Four year college degree (BA or BS),Yes
89018,2010.02.18,2010.02.18,en,,,,FY959430,,1948,Male,White Caucasian,,Yes,,,,,,Pennsylvania,,Republican,Somewhat conservative,,,Yes,Yes,Yes,,Masters degree (MA or MS),Yes
89019,2010.02.18,2010.02.18,en,,,,FY982526,,1949,Female,White Caucasian,,Yes,,,,,,Illinois,,Republican,Somewhat conservative,,,Yes,No,Yes,,Four year college degree (BA or BS),No
89020,2010.02.18,2010.02.18,en,,,,FY904314,,1975,Female,White Caucasian,,Yes,,,,,,Arkansas,,Democrat,Somewhat liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
89021,2010.02.18,2010.02.18,en,,,,FY992611,,1959,Female,White Caucasian,,Yes,,,,,,Oregon,,Democrat,Somewhat liberal,,,Yes,Yes,Yes,,Four year college degree (BA or BS),No
89022,2010.02.18,2010.02.18,en,,,,FY940353,,1958,Male,White Caucasian,,Yes,,,,,,California,,Independent,Very liberal,,,Yes,Yes,Yes,,Four year college degree (BA or BS),No
89023,2010.02.18,2010.02.18,en,,,,FY988587,,1978,Female,White Caucasian,,Yes,,,,,,California,,Democrat,Somewhat liberal,,,No,Yes,Yes,,Masters degree (MA or MS),No
89025,2010.02.18,2010.02.18,en,,,,FY977741,,1956,Male,White Caucasian,,No,No,2,,,,,,Independent,Very liberal,,,Yes,No,No,,Masters degree (MA or MS),No
89026,2010.02.18,2010.02.18,en,,,,FY970472,,1986,Female,#NAME?,,Yes,,,,,,California,,Democrat,Somewhat liberal,,,Yes,Yes,Yes,,Four year college degree (BA or BS),No
89027,2010.02.18,2010.02.18,en,,,,FY960161,,1941,Female,White Caucasian,,Yes,,,,,,California,,Democrat,Very liberal,,,Yes,No,No,,PhD MD MBA Law degree,No
89029,2010.02.18,2010.02.18,en,,,,FY942218,,1962,Female,White Caucasian,,No,No,1,,,,,,Democrat,Slightly liberal,,,Yes,No,No,,Masters degree (MA or MS),No
89030,2010.02.18,2010.02.18,en,,,,FY963289,,1972,Male,#NAME?,,No,No,15,,,,,,Democrat,Somewhat liberal,,,Yes,Yes,No,,Masters degree (MA or MS),No
89031,2010.02.18,2010.02.18,en,,,,FY923829,,1956,Male,White Caucasian,,Yes,,,,,,Pennsylvania,,Democrat,Very liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
89032,2010.02.18,2010.02.18,en,,,,FY952591,,1962,Female,White Caucasian,,No,No,5,,,,,"",Other,Neither liberal nor conservative,,,Yes,Yes,No,,PhD MD MBA Law degree,No
89033,2010.02.19,2010.02.19,en,,,,FY977020,,1973,Female,White Caucasian,,Yes,,,,,,Indiana,,Democrat,Somewhat liberal,,,Yes,No,Yes,,Masters degree (MA or MS),No
89034,2010.02.19,2010.02.19,en,,,,FY941159,,1972,Male,White Caucasian,,No,No,5,,,,,,Other,Very liberal,,,Yes,No,No,,PhD MD MBA Law degree,No
89035,2010.02.19,2010.02.19,en,,,,FY977451,,1942,Male,White Caucasian,,No,Yes,27,,,,,"",Democrat,Somewhat liberal,,,Yes,No,No,,PhD MD MBA Law degree,No
89037,2010.02.19,2010.02.19,en,,,,FY983801,,1960,Female,White Caucasian,,Yes,,,,,,District of Columbia,,Democrat,Somewhat liberal,,,No,No,Yes,,Masters degree (MA or MS),No
89038,2010.02.19,2010.02.19,en,,,,FY960055,,1948,Male,White Caucasian,,Yes,,,,,,Iowa,,Democrat,Very liberal,,,No,Yes,Yes,,Four year college degree (BA or BS),No
89039,2010.02.19,2010.02.19,en,,,,FY995815,,1985,Male,White Caucasian,,No,Yes,18,,,,,,Independent,Somewhat liberal,,"",No,No,No,,Four year college degree (BA or BS),Yes
89040,2010.02.19,2010.02.19,en,,,,FY900881,,1934,Female,White Caucasian,,Yes,,,,,,California,"",Democrat,Somewhat liberal,,,Yes,Yes,No,,Masters degree (MA or MS),No
89041,2010.02.19,2010.02.19,en,,,,FY967001,,1942,Male,White Caucasian,,No,No,6,,,,,,Other,Neither liberal nor conservative,"","",Yes,No,No,,Masters degree (MA or MS),No
89042,2010.02.19,2010.02.19,en,,,,FY972040,,1966,Male,White Caucasian,,Yes,,,,,,Maryland,"",Democrat,Somewhat liberal,,,Yes,No,No,,PhD MD MBA Law degree,No
89043,2010.02.19,2010.02.19,en,,,,FY900830,,1956,Male,White Caucasian,,Yes,,,,,,Rhode Island,,Democrat,Somewhat liberal,,,No,No,No,,PhD MD MBA Law degree,No
89044,2010.02.19,2010.02.19,en,,,,FY935003,,1982,Female,White Caucasian,,No,Yes,24,,,,,,Independent,Slightly liberal,,,Yes,Yes,No,"",Masters degree (MA or MS),No
89046,2010.02.19,2010.02.19,en,,,,FY922157,,1985,Female,White Caucasian,,Yes,,,,,,California,,Democrat,Somewhat liberal,,,Yes,Yes,Yes,,Four year college degree (BA or BS),No
89047,2010.02.19,2010.02.19,en,,,,FY958154,,1942,Female,White Caucasian,,Yes,,,,,,California,"",Democrat,Very liberal,,,No,Yes,No,,Masters degree (MA or MS),No
89048,2010.02.19,,en,,,,FY912192,,1935,Male,White Caucasian,,Yes,,,,,,Missouri,"",,,,,,,,,,
89049,2010.02.19,2010.02.19,en,,,,FY912192,,1935,Male,White Caucasian,,Yes,,,,,,Missouri,"",Democrat,Somewhat liberal,,,Yes,Yes,No,,Masters degree (MA or MS),No
89050,2010.02.19,2010.02.19,en,,,,FY978784,,1944,Female,White Caucasian,,Yes,,,,,,Connecticut,"",Democrat,Very liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
89051,2010.02.19,2010.02.19,en,,,,FY999401,,1949,Female,White Caucasian,,No,No,3,,,,,,Democrat,Slightly liberal,,,Yes,Yes,No,,PhD MD MBA Law degree,No
89052,2010.02.19,2010.02.19,en,,,,FY988226,,1969,Female,White Caucasian,,No,No,9,,,,,,Democrat,Very liberal,,,Yes,No,No,,PhD MD MBA Law degree,No
89053,2010.02.19,2010.02.19,en,,,,FY907250,,1959,Female,White Caucasian,,Yes,,,,,,Alabama,,Democrat,Slightly conservative,,,Yes,No,No,,PhD MD MBA Law degree,No
89055,2010.02.19,2010.02.19,en,,,,FY965454,,1938,Male,White Caucasian,,Yes,,,,,,Massachusetts,"",Republican,Somewhat conservative,,,Yes,No,No,,PhD MD MBA Law degree,No
89057,2010.02.19,2010.02.19,en,,,,FY962110,,1967,Female,Latino or Hispanic,,No,No,9,"",,,,"",Independent,Somewhat liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
89058,2010.02.19,2010.02.19,en,,,,FY974342,,1960,Male,#NAME?,,No,No,1,,,,,,Democrat,Slightly liberal,,,Yes,No,No,,Masters degree (MA or MS),No
89063,2010.02.19,2010.02.19,en,,,,FY962783,,1979,Female,Asian or Pacific Islander,,No,Yes,28,,,,,,Democrat,Somewhat liberal,,,Yes,Yes,No,,PhD MD MBA Law degree,No
89065,2010.02.19,2010.02.19,en,,,,FY943284,,1958,Female,White Caucasian,,Yes,,,,,,New York,,Democrat,Somewhat liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
89066,2010.02.19,2010.02.19,en,,,,FY905143,,1959,Male,White Caucasian,,Yes,,,,,,Illinois,,Republican,Slightly conservative,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
89068,2010.02.19,2010.02.19,en,,,,FY930422,,1961,Male,White Caucasian,,No,No,6,,,,,,,Slightly liberal,,,Yes,No,Yes,,Masters degree (MA or MS),Yes
89069,2010.02.19,2010.02.19,en,,,,FY991013,,1968,Female,White Caucasian,,Yes,,,,,,Ohio,,Democrat,Very liberal,,,No,Yes,Yes,,Masters degree (MA or MS),No
89071,2010.02.19,2010.02.19,en,,,,FY975569,,1948,Female,White Caucasian,,Yes,,,,,,Montana,,Democrat,Very liberal,,,No,No,No,,PhD MD MBA Law degree,Yes
89073,2010.02.19,2010.02.19,en,,,,FY948239,,1942,Female,White Caucasian,,Yes,,,,,,New Jersey,,Democrat,Somewhat liberal,,,Yes,No,No,,Masters degree (MA or MS),No
89075,2010.02.19,2010.02.19,en,,,,FY952230,,1980,Female,White Caucasian,,No,Yes,20,,,,,,Democrat,Somewhat liberal,,,Yes,Yes,Yes,,Four year college degree (BA or BS),No
89076,2010.02.19,2010.02.19,en,,,,FY943840,,1955,Female,White Caucasian,,Yes,,,,,,Michigan,,Other,Somewhat liberal,,,Yes,No,Yes,,Masters degree (MA or MS),Yes
89077,2010.02.19,2010.02.19,en,,,,FY902511,,1957,Male,Latino or Hispanic,"",No,No,17,,,,,"",Independent,Neither liberal nor conservative,,,Yes,Yes,No,,Masters degree (MA or MS),No
89078,2010.02.19,2010.02.19,en,,,,FY913535,,1978,Female,White Caucasian,,Yes,,,,,,New Jersey,"",Democrat,Very liberal,,,Yes,No,No,,PhD MD MBA Law degree,No
89080,2010.02.19,2010.02.19,en,,,,FY921735,,1969,Female,White Caucasian,,No,Yes,36,,,,,,Independent,Slightly liberal,,,Yes,No,No,,PhD MD MBA Law degree,No
89081,2010.02.19,2010.02.19,en,,,,FY948016,,1982,Male,White Caucasian,,Yes,,,,,,Illinois,,Other,Somewhat liberal,,,No,Yes,No,,Masters degree (MA or MS),No
89082,2010.02.19,2010.02.19,en,,,,FY919744,,1957,Male,White Caucasian,,Yes,,,,,,Michigan,,Democrat,Slightly liberal,,,No,Yes,No,,PhD MD MBA Law degree,No
89083,2010.02.19,2010.02.19,en,,,,FY988909,,1960,Female,White Caucasian,,No,No,5,,,,,,Democrat,Slightly conservative,,,Yes,Yes,No,,PhD MD MBA Law degree,No
89084,2010.02.19,2010.02.19,en,,,,FY915175,,1941,Male,White Caucasian,,Yes,,,,,,New York,,Democrat,Somewhat liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,Yes
89085,2010.02.19,2010.02.19,en,,,,FY970691,,1959,Female,White Caucasian,,Yes,,,,,,Illinois,,Independent,Somewhat liberal,,,Yes,Yes,No,,Four year college degree (BA or BS),No
89086,2010.02.19,2010.02.19,en,,,,FY932177,,1987,Female,White Caucasian,,No,Yes,20,,,,,,Democrat,Somewhat liberal,,,No,Yes,Yes,,Four year college degree (BA or BS),No
89087,2010.02.19,,en,,,,FY907296,,1947,Male,White Caucasian,,Yes,,,,,,Pennsylvania,,Independent,Slightly conservative,,,Yes,,,,,
89088,2010.02.19,2010.02.19,en,,,,FY907296,,1947,Male,White Caucasian,,Yes,,,,,,Pennsylvania,,Independent,Slightly conservative,,,Yes,Yes,No,,Masters degree (MA or MS),No
89089,2010.02.19,2010.02.19,en,,,,FY903494,,1946,Male,#NAME?,,Yes,,,,,,California,,Democrat,Slightly liberal,,,Yes,Yes,No,,PhD MD MBA Law degree,No
89091,2010.02.19,2010.02.19,en,,,,FY995889,,1970,Female,White Caucasian,,Yes,,,,,,Nebraska,,Democrat,Slightly liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
89093,2010.02.19,2010.02.19,en,,,,FY983265,,1942,Male,White Caucasian,,Yes,,,,,,California,,Independent,Neither liberal nor conservative,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
89094,2010.02.19,2010.02.19,en,,,,FY913999,,1944,Male,White Caucasian,,Yes,,,,,,New York,,Democrat,Somewhat liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,Yes
89095,2010.02.19,2010.02.19,en,,,,FY977282,,1948,Male,White Caucasian,,Yes,,,,,,New York,,Democrat,Very liberal,,,No,Yes,Yes,,PhD MD MBA Law degree,Yes
89096,2010.02.19,2010.02.19,en,,,,FY969316,,1952,Female,White Caucasian,,Yes,,,,,,Massachusetts,,Democrat,Somewhat liberal,,,Yes,Yes,No,,Masters degree (MA or MS),No
89097,2010.02.19,2010.02.19,en,,,,FY934627,,1973,Female,White Caucasian,,Yes,,,,,,Texas,,Democrat,Somewhat liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
89098,2010.02.19,2010.02.19,en,,,,FY981143,,1987,Male,Latino or Hispanic,,Yes,,,,,,Texas,,Democrat,Slightly liberal,,,Yes,No,Yes,,Four year college degree (BA or BS),No
89099,2010.02.19,2010.02.19,en,,,,FY931722,,1973,Male,#NAME?,,Yes,,,,,,Washington,"",Democrat,Somewhat liberal,,,Yes,No,No,,PhD MD MBA Law degree,No
89100,2010.02.19,2010.02.19,en,,,,FY989878,,1961,Male,White Caucasian,,No,No,9,,,,,"",Republican,Slightly conservative,,,Yes,No,No,,PhD MD MBA Law degree,No
89103,2010.02.19,2010.02.19,en,,,,FY925412,,1978,Male,White Caucasian,,Yes,,,,,,Michigan,,Democrat,Somewhat liberal,,,Yes,No,Yes,,Masters degree (MA or MS),No
89104,2010.02.19,2010.02.19,en,,,,FY962928,,1940,Female,White Caucasian,,Yes,,,,,,California,"",Democrat,Somewhat liberal,,,Yes,No,No,,PhD MD MBA Law degree,No
89105,2010.02.19,2010.02.19,en,,,,FY983931,,1933,Male,White Caucasian,,Yes,,,,,,North Carolina,,Independent,Somewhat conservative,,,Yes,Yes,No,,PhD MD MBA Law degree,No
89106,2010.02.19,2010.02.19,en,,,,FY930667,,1931,Female,White Caucasian,,Yes,,,,,,California,,Republican,Somewhat conservative,,,No,Yes,Yes,,Four year college degree (BA or BS),No
89107,2010.02.19,2010.02.19,en,,,,FY939746,,1935,Female,White Caucasian,,Yes,,,,,,Washington,,Independent,Somewhat liberal,,,Yes,Yes,Yes,,Masters degree (MA or MS),No
89108,2010.02.19,2010.02.19,en,,,,FY975672,,1941,Male,White Caucasian,,Yes,,,,,,Pennsylvania,,Democrat,Very liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,Yes
89109,2010.02.19,2010.02.19,en,,,,FY984450,,1952,Male,Latino or Hispanic,,No,No,2,,,,,"",Democrat,Very liberal,,,Yes,Yes,Yes,,Masters degree (MA or MS),No
89111,2010.02.19,2010.02.19,en,,,,FY903420,,1956,Female,Latino or Hispanic,,Yes,,,,,,Illinois,,Republican,Slightly conservative,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
89116,2010.02.19,2010.02.19,en,,,,FY932805,,1977,Male,White Caucasian,,Yes,,,,,,New Jersey,,Democrat,Somewhat liberal,,,No,No,No,,Masters degree (MA or MS),Yes
89117,2010.02.19,2010.02.19,en,,,,FY912496,,1984,Female,American Indian Native American,,Yes,,,,,,Washington,,Democrat,Somewhat liberal,,,No,Yes,Yes,,Four year college degree (BA or BS),No
89119,2010.02.19,2010.02.19,en,,,,FY975991,,1951,Male,White Caucasian,,No,No,2,,,,,,Independent,Very liberal,,"",Yes,Yes,No,,PhD MD MBA Law degree,No
89120,2010.02.19,2010.02.19,en,,,,FY999356,,1951,Female,White Caucasian,,Yes,,,,,,Massachusetts,,Democrat,Very liberal,,,Yes,Yes,Yes,,Masters degree (MA or MS),No
89121,2010.02.19,2010.02.19,en,,,,FY980628,,1961,Female,White Caucasian,,Yes,,,,,,California,,Democrat,Slightly conservative,,,Yes,Yes,Yes,,Four year college degree (BA or BS),No
89122,2010.02.19,2010.02.19,en,,,,FY977808,,1934,Male,White Caucasian,,Yes,,,,,,California,,Democrat,Somewhat liberal,,,Yes,Yes,No,,PhD MD MBA Law degree,No
89125,2010.02.19,2010.02.19,en,,,,FY984023,,1970,Male,White Caucasian,,Yes,,,,,,California,,Democrat,Slightly liberal,,,Yes,Yes,No,,Masters degree (MA or MS),No
89126,2010.02.19,2010.02.19,en,,,,FY932524,,1982,Female,#NAME?,,Yes,,,,,,Texas,,Democrat,Somewhat liberal,,,No,Yes,Yes,,Masters degree (MA or MS),No
89127,2010.02.19,2010.02.19,en,,,,FY964756,,1945,Male,White Caucasian,,Yes,,,,,,California,,Democrat,Somewhat liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
89128,2010.02.19,2010.02.19,en,,,,FY940120,,1932,Male,White Caucasian,,Yes,,,,,,Pennsylvania,"",Independent,Somewhat liberal,,,Yes,No,No,,Four year college degree (BA or BS),No
89131,2010.02.19,2010.02.19,en,,,,FY934103,,1961,Female,White Caucasian,,Yes,,,,,,Texas,,Democrat,Very liberal,,,No,Yes,Yes,,PhD MD MBA Law degree,Yes
89132,2010.02.19,2010.02.19,en,,,,FY942923,,1957,Female,White Caucasian,,Yes,,,,,,Missouri,,Democrat,Very liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
89133,2010.02.19,2010.02.19,en,,,,FY936182,,1942,Female,White Caucasian,,Yes,,,,,,California,,Independent,Somewhat liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,Yes
89134,2010.02.19,2010.02.19,en,,,,FY987146,,1967,Female,White Caucasian,,No,No,9,,,,,"",Democrat,Somewhat liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
89135,2010.02.19,2010.02.19,en,,,,FY920739,,1969,Female,#NAME?,"",Yes,,,,,,Minnesota,,Democrat,Very liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
89136,2010.02.19,2010.02.19,en,,,,FY984755,,1963,Female,Unknown,,Yes,,,,,,Texas,,Democrat,Somewhat liberal,,,Yes,Yes,No,,PhD MD MBA Law degree,No
89138,2010.02.19,2010.02.19,en,,,,FY981874,,1970,Female,White Caucasian,,Yes,,,,,,Texas,,Independent,Neither liberal nor conservative,,,Yes,Yes,No,,PhD MD MBA Law degree,No
89139,2010.02.19,2010.02.19,en,,,,FY951357,,1935,Male,White Caucasian,,Yes,,,,,,Ohio,,Democrat,Somewhat liberal,,,Yes,Yes,No,,PhD MD MBA Law degree,No
89140,2010.02.19,2010.02.19,en,,,,FY919865,,1977,Female,Asian or Pacific Islander,,Yes,,,,,,California,,Republican,Somewhat liberal,,,No,Yes,Yes,,Masters degree (MA or MS),No
89141,2010.02.19,2010.02.19,en,,,,FY978592,,1953,Male,White Caucasian,,Yes,,,,,,Massachusetts,,Democrat,Somewhat liberal,,,Yes,No,No,,PhD MD MBA Law degree,No
89142,2010.02.19,2010.02.19,en,,,,FY928643,,1935,Male,White Caucasian,,Yes,,,,,,Louisiana,,Independent,Neither liberal nor conservative,,,Yes,Yes,No,,Four year college degree (BA or BS),Yes
89145,2010.02.19,2010.02.19,en,,,,FY951690,,1979,Female,Asian or Pacific Islander,,No,Yes,19,,,,,,Democrat,Very liberal,,,Yes,No,No,,PhD MD MBA Law degree,No
89146,2010.02.19,2010.02.19,en,,,,FY930798,,1964,Male,Latino or Hispanic,,No,No,1,,,,,,Democrat,Slightly liberal,,,Yes,No,Yes,,PhD MD MBA Law degree,No
89147,2010.02.19,2010.02.19,en,,,,FY992972,,1969,Female,#NAME?,,Yes,,,,,,Wyoming,,Independent,Very liberal,,,Yes,Yes,Yes,,Masters degree (MA or MS),No
89148,2010.02.19,2010.02.19,en,,,,FY986339,,1962,Male,White Caucasian,,No,Yes,21,,,,,,Independent,Neither liberal nor conservative,,,Yes,No,No,,PhD MD MBA Law degree,No
89151,2010.02.19,2010.02.19,en,,,,FY938583,,1935,Male,White Caucasian,,Yes,,,,,,California,,Democrat,Very liberal,,,Yes,Yes,Yes,,Masters degree (MA or MS),No
89152,2010.02.19,2010.02.19,en,,,,FY967194,,1976,Female,White Caucasian,,No,Yes,25,,,,,,Democrat,Very liberal,,,No,No,No,,Masters degree (MA or MS),No
89153,2010.02.19,2010.02.19,en,,,,FY934252,,1943,Female,White Caucasian,,Yes,,,,,,Tennessee,,Independent,Slightly conservative,,,Yes,Yes,Yes,,Masters degree (MA or MS),Yes
89154,2010.02.19,2010.02.19,en,,,,FY913877,,1954,Female,White Caucasian,,Yes,,,,,,Illinois,,Democrat,Very liberal,,,Yes,Yes,No,,PhD MD MBA Law degree,Yes
89155,2010.02.19,2010.02.19,en,,,,FY990769,,1955,Female,White Caucasian,,Yes,,,,,,California,,Democrat,Somewhat liberal,,,Yes,Yes,No,,Masters degree (MA or MS),No
89156,2010.02.19,2010.02.19,en,,,,FY986267,,1971,Female,Latino or Hispanic,,Yes,,,,,,California,,Democrat,Somewhat liberal,,,Yes,No,Yes,,Four year college degree (BA or BS),No
89157,2010.02.19,2010.02.19,en,,,,FY963493,,1981,Female,White Caucasian,,Yes,,,,,,California,,Other,Neither liberal nor conservative,,,No,Yes,Yes,,PhD MD MBA Law degree,No
89159,2010.02.19,2010.02.19,en,,,,FY909882,,1978,Female,Black or African American,,Yes,,,,,,Maryland,,Democrat,Very liberal,,"",Yes,Yes,Yes,,PhD MD MBA Law degree,No
89160,2010.02.19,2010.02.19,en,,,,FY983557,,1976,Female,,,No,No,5,,,,,"",Other,Somewhat liberal,,,Yes,No,No,,PhD MD MBA Law degree,No
89166,2010.02.19,2010.02.19,en,,,,FY972164,,1933,Female,White Caucasian,,Yes,,,,,,Colorado,,Independent,Neither liberal nor conservative,,,Yes,Yes,No,,Masters degree (MA or MS),No
89170,2010.02.19,2010.02.19,en,,,,FY925604,,1974,Male,Asian or Pacific Islander,,Yes,,,,,,Missouri,,Democrat,Very liberal,,,Yes,Yes,Yes,,Masters degree (MA or MS),No
